product_id,product_name,product_link,product_price,product_old_price,product_discount,Date
EA102EL1HFX4ENAFAMZ,Eaget Pen Flash Drive 3.0 64GB - Metal OTG Micro USB Type-C,https://www.jumia.com.ng/pen-flash-drive-3.0-64gb-metal-otg-micro-usb-type-c-eaget-mpg1662491.html,"₦ 2,990","₦ 4,275",30%,37:05.5
GE779EA1BY9XTNAFAMZ,Ultra-thin Wireless Mouse 2.4G Rechargeable Silver,https://www.jumia.com.ng/generic-ultra-thin-wireless-mouse-2.4g-rechargeable-silver-73114508.html,"₦ 2,980","₦ 4,950",40%,37:05.8
GE779EA06FRMRNAFAMZ,HYSLGjt 128GB OTG Usb Flash Drive +micro Usb + Type C +3 Free Gfit,https://www.jumia.com.ng/hyslgjt-128gb-otg-usb-flash-drive-micro-usb-type-c-3-free-gfit-74331801.html,"₦ 3,890","₦ 5,990",35%,37:06.0
GE779EA2YMRZMNAFAMZ,UWY 64GB Pendrive Flash . DriveUSB 2.0 Metal High Speed For PC,https://www.jumia.com.ng/uwy-64gb-pendrive-flash-.-driveusb-2.0-metal-high-speed-for-pc-120020197.html,"₦ 2,120","₦ 3,876",45%,37:06.1
EA102EL15J90UNAFAMZ,Eaget Pen Flash Drive 3.0 32GB - Metal OTG Micro USB Type-C,https://www.jumia.com.ng/pen-flash-drive-3.0-32gb-metal-otg-micro-usb-type-c-eaget-mpg1626098.html,"₦ 2,690","₦ 4,117",35%,37:06.3
GE779EA1ND7B7NAFAMZ,32 GB OTG 3 In 1 USB Flash Drive + Micro Usb+TypeC Blue,https://www.jumia.com.ng/generic-32-gb-otg-3-in-1-usb-flash-drive-micro-usbtypec-blue-74331799.html,"₦ 1,990","₦ 3,402",42%,37:06.5
GE779EA31CBKANAFAMZ,UWY 64G High Speed Waterproof Metal USB Flash Drive Micro,https://www.jumia.com.ng/uwy-64g-high-speed-waterproof-metal-usb-flash-drive-micro-120035638.html,"₦ 2,280","₦ 4,118",45%,37:06.6
AI290EA0B2OZENAFAMZ,Airtel 4G LTE MiFi WiFi Internet HotSpot + 25GB DATA,https://www.jumia.com.ng/airtel-4g-lte-mifi-wifi-internet-hotspot-25gb-data-66410681.html,"₦ 8,576","₦ 9,950",14%,37:06.9
YI657EA2IJEYLNAFAMZ,YingHD 2.4G Colorful RGB Lighting Wireless Mouse,https://www.jumia.com.ng/yinghd-2.4g-colorful-rgb-lighting-wireless-mouse-139217025.html,"₦ 2,590","₦ 5,400",52%,37:07.0
GE779EA0O7L6BNAFAMZ,2.4G Wireless Mouse 4 Keys Wireless Optical Mouse 1600DPI,https://www.jumia.com.ng/generic-2.4g-wireless-mouse-4-keys-wireless-optical-mouse-1600dpi-91846604.html,"₦ 2,590","₦ 3,970",35%,37:07.1
MT660EA23QWV9NAFAMZ,Mtng Latest 4G LTE Pocket MiFi + Free Data,https://www.jumia.com.ng/mtng-latest-4g-lte-pocket-mifi-free-data-135862272.html,"₦ 10,000","₦ 12,000",17%,37:07.3
GE779EA0A9NPFNAFAMZ,LED 2.4G Rechargeable Wireless Mouse Black,https://www.jumia.com.ng/generic-led-2.4g-rechargeable-wireless-mouse-black-78764271.html,"₦ 2,990","₦ 3,990",25%,37:07.4
GE779EA11R732NAFAMZ,OTG 64GB USB Flash Drive For Computer & Car Music,https://www.jumia.com.ng/generic-otg-64gb-usb-flash-drive-for-computer-car-music-68641436.html,"₦ 2,690","₦ 7,100",62%,37:07.5
LE842CL0S218XNAFAMZ,Lenovo AMD RYZEN 3 1TB HDD 8GB RAM 2.6 To 3.4ghz Win 10+ 32GB Flash,https://www.jumia.com.ng/lenovo-amd-ryzen-3-1tb-hdd-8gb-ram-2.6-to-3.4ghz-win-10-32gb-flash-77142174.html,"₦ 205,990","₦ 220,000",6%,37:07.7
GE779EA1IW247NAFAMZ,HYSLGjt 64GB OTG Usb Flash Drive+ Ballpoint Pen Stylus Touch,https://www.jumia.com.ng/hyslgjt-64gb-otg-usb-flash-drive-ballpoint-pen-stylus-touch-99949129.html,"₦ 2,740","₦ 4,990",45%,37:07.8
FA203EA2411AQNAFAMZ,2.4G Wireless Charging Mouse Gold Send Mouse Pad,https://www.jumia.com.ng/fashion-2.4g-wireless-charging-mouse-gold-send-mouse-pad-145199672.html,"₦ 2,490","₦ 3,500",29%,37:08.0
GE779EA2LVYS6NAFAMZ,UWY USB Flash Drive 64GB Pen USB 2.0 Metal High Speed OTG,https://www.jumia.com.ng/18163264gb-rotary-usb-2.0-flash-drive-memory-stick-black-generic-mpg1662838.html,"₦ 2,160","₦ 3,900",45%,37:08.1
GE779EA13YMW6NAFAMZ,Smart Anti-Theft Smart Backpack With USB Charging Port,https://www.jumia.com.ng/generic-smart-anti-theft-smart-backpack-with-usb-charging-port-89902176.html,"₦ 6,995","₦ 12,950",46%,37:08.2
GE779EA0ZJV43NAFAMZ,64GB OTG 3 In 1 USB Flash Drive + Micro Usb+TypeC Blue,https://www.jumia.com.ng/generic-64gb-otg-3-in-1-usb-flash-drive-micro-usbtypec-blue-74331795.html,"₦ 2,115","₦ 3,990",47%,37:08.4
GE779EA377J9WNAFAMZ,OTG 128GB USB Flash Drive For Computer & Car Music,https://www.jumia.com.ng/generic-otg-128gb-usb-flash-drive-for-computer-car-music-121470539.html,"₦ 3,670","₦ 9,900",63%,37:08.5
GE779EA151XIBNAFAMZ,Plastic Foldable Adjustable Stand Holder For Laptop Black,https://www.jumia.com.ng/generic-plastic-foldable-adjustable-stand-holder-for-laptop-black-93345986.html,"₦ 3,450","₦ 4,788",28%,37:08.6
GE779EA32Y1C8NAFAMZ,128GB USB OTG Flash Drive - Black +Free Type C Adapter,https://www.jumia.com.ng/generic-128gb-usb-otg-flash-drive-black-free-type-c-adapter-100854368.html,"₦ 3,690","₦ 11,900",69%,37:08.8
GE779SN014KCGNAFAMZ,Adjustable Foldable Laptop Stand-Silver,https://www.jumia.com.ng/generic-adjustable-foldable-laptop-stand-silver-80629810.html,"₦ 2,990","₦ 5,694",47%,37:08.9
AI290EA301TOUNAFAMZ,Airtel 4G LTE MiFi WiFi Internet HotSpot + 25GB DATA,https://www.jumia.com.ng/airtel-4g-lte-mifi-wifi-internet-hotspot-25gb-data-126638418.html,"₦ 8,999","₦ 19,950",55%,37:09.0
SE955EA2TIN5VNAFAMZ,Seagate BackUp Plus Slim 1TB Portable Storage Drive,https://www.jumia.com.ng/seagate-backup-plus-slim-1tb-portable-storage-drive-134011507.html,"₦ 23,000","₦ 35,000",34%,37:09.2
GE779EA2TCXTXNAFAMZ,UWY 128GB Pen USB Flash Drive USB 2.0 Metal High Speed For PC,https://www.jumia.com.ng/uwy-128gb-pen-usb-flash-drive-usb-2.0-metal-high-speed-for-pc-133944207.html,"₦ 3,699","₦ 6,800",46%,37:09.3
GE779EA10ZKNYNAFAMZ,64GB USB OTG Flash Drive - Black +Free Micro -Type C Adapter,https://www.jumia.com.ng/generic-64gb-usb-otg-flash-drive-black-free-micro-type-c-adapter-81952126.html,"₦ 2,590","₦ 9,000",71%,37:09.4
GE779EA10EAOCNAFAMZ,ABS Laptop Stand Desktop Bracket Can Be Folded Up And Down To Receive Portable Radiator,https://www.jumia.com.ng/generic-abs-laptop-stand-desktop-bracket-can-be-folded-up-and-down-to-receive-portable-radiator-69133116.html,"₦ 3,340","₦ 6,000",44%,37:09.6
KU348EA28O1IRNAFAMZ,Kuhl Flash Drive 3.0 64GB - Metal OTG Micro USB Type-C,https://www.jumia.com.ng/kuhl-flash-drive-3.0-64gb-metal-otg-micro-usb-type-c-159909453.html,"₦ 2,590","₦ 4,990",48%,37:09.7
AI290EL0W4S9INAFAMZ,Airtel 4G LTE MiFi WiFi Internet HotSpot + 25GB DATA,https://www.jumia.com.ng/airtel-4g-lte-mifi-wifi-internet-hotspot-25gb-data-66907935.html,"₦ 8,576","₦ 8,900",4%,37:09.9
GE779EA0I3QYANAFAMZ,8 USB Hub Combo Splitter 3/6 Ports Optional USB 2.0 High Speed Mini 2 In 1 SD TF Card Reader,https://www.jumia.com.ng/generic-8-usb-hub-combo-splitter-36-ports-optional-usb-2.0-high-speed-mini-2-in-1-sd-tf-card-reader-68970403.html,"₦ 3,324","₦ 6,471",49%,37:10.0
GE779EA163L9HNAFAMZ,World Map Pattern Mouse Pad 70 * 30 Cm Soft Rubber,https://www.jumia.com.ng/generic-world-map-pattern-mouse-pad-70-30-cm-soft-rubber-79311707.html,"₦ 4,900","₦ 8,000",39%,37:10.1
HP246CL29NAJMNAFAMZ,Hp 15 Intel Celeron N4020 8GB RAM 1TB HDD Windows 10 + Mouse,https://www.jumia.com.ng/hp-15-intel-celeron-n4020-8gb-ram-1tb-hdd-windows-10-mouse-105653173.html,"₦ 205,990","₦ 215,000",4%,37:10.3
SE955EA30U9WJNAFAMZ,Seagate BackUp Plus Slim 500GB Portable Storage Drive,https://www.jumia.com.ng/seagate-backup-plus-slim-500gb-portable-storage-drive-134011828.html,"₦ 14,000","₦ 25,000",44%,37:10.4
GE779EA1798G3NAFAMZ,Metal Foldable Adjustable Stand Holder For Laptop,https://www.jumia.com.ng/generic-metal-foldable-adjustable-stand-holder-for-laptop-93345627.html,"₦ 2,750","₦ 3,706",26%,37:10.6
LE842CL2UIZLFNAFAMZ,Hp Pavilion 15 AMD RYZEN 3 -Keyboard Light- 2.6GHz - 3.5GHz - 8GB RAM- 1TB HDD Windows 10 + Mouse,https://www.jumia.com.ng/hp-pavilion-15-amd-ryzen-3-keyboard-light-2.6ghz-3.5ghz-8gb-ram-1tb-hdd-windows-10-mouse-117760227.html,"₦ 250,000","₦ 280,000",11%,37:10.7
MU275EA18I6HTNAFAMZ,Music Pioneer 64GB USB 10M/S U Disk Flash Drives 360° Rotatable-Sliver,https://www.jumia.com.ng/music-pioneer-64gb-usb-10ms-u-disk-flash-drives-360-rotatable-sliver-92315747.html,"₦ 2,880","₦ 4,588",37%,37:10.9
GE779EA0HFNPTNAFAMZ,"2 In 1 OTG Adapter, Ultra-high Speed USB 3.0 Female To Micro USB And Type-C USB Male Converter",https://www.jumia.com.ng/generic-2-in-1-otg-adapter-ultra-high-speed-usb-3.0-female-to-micro-usb-and-type-c-usb-male-converter-94048292.html,₦ 999,"₦ 2,686",63%,37:11.0
YI657EA02AS61NAFAMZ,YingHD 3 In 1 64GB OTG USB Flash Drive For Type C PC Android Black,https://www.jumia.com.ng/yinghd-3-in-1-64gb-otg-usb-flash-drive-for-type-c-pc-android-black-79226830.html,"₦ 2,690","₦ 4,686",43%,37:11.1
GE779EA23085FNAFAMZ,HDMI (HDTV) To VGA Adapter Analog Cable,https://www.jumia.com.ng/generic-hdmi-hdtv-to-vga-adapter-analog-cable-136718952.html,"₦ 2,600","₦ 6,000",57%,37:11.3
GE779EL1C1J82NAFAMZ,Wireless Mini Keyboard & Mouse Combo For Windows OS Laptops,https://www.jumia.com.ng/generic-wireless-mini-keyboard-mouse-combo-for-windows-os-laptops-83139608.html,"₦ 7,600","₦ 8,700",13%,37:11.4
GE779EA31Y0KXNAFAMZ,Adjustable Laptop Tablet Stand Multi-angle Portable & Foldable,https://www.jumia.com.ng/generic-adjustable-laptop-tablet-stand-multi-angle-portable-foldable-110256648.html,"₦ 3,900","₦ 6,520",40%,37:11.6
GE779EA2WUIPUNAFAMZ,64G High Speed Waterproof Metal USB Flash Drive Silver,https://www.jumia.com.ng/generic-64g-high-speed-waterproof-metal-usb-flash-drive-silver-120040167.html,"₦ 2,610","₦ 4,118",37%,37:11.7
GE779EA07J28BNAFAMZ,Classic Led Gaming Rechargeable Wireless Mouse- Black,https://www.jumia.com.ng/generic-classic-led-gaming-rechargeable-wireless-mouse-black-76664621.html,"₦ 2,999","₦ 5,000",40%,37:11.9
GE779EA34G7CANAFAMZ,UWY 64GB Pendrive Flash Metal High Speed For PC,https://www.jumia.com.ng/uwy-64gb-pendrive-flash-metal-high-speed-for-pc-120037888.html,"₦ 2,630","₦ 3,800",31%,37:12.0
GE779EA1QEQKWNAFAMZ,V8 Live Sound Card & BM-800 Suspension Microphone Kit,https://www.jumia.com.ng/generic-v8-live-sound-card-bm-800-suspension-microphone-kit-142832840.html,"₦ 16,990","₦ 27,000",37%,37:12.2
GE779EA0EBJLONAFAMZ,Wireless Bluetooth Keyboard For Phone And Tablet-VSC,https://www.jumia.com.ng/generic-wireless-bluetooth-keyboard-for-phone-and-tablet-vsc-44235042.html,"₦ 4,000","₦ 5,118",22%,37:12.3
SY794EL0JYHBENAFAMZ,Ocom (Reduced Shipping Fee) 58mm Thermal POS Printer + Laser Barcode Scanner,https://www.jumia.com.ng/ocom-reduced-shipping-fee-58mm-thermal-pos-printer-laser-barcode-scanner-5412533.html,"₦ 30,000","₦ 35,000",14%,37:12.5
GE779EA1WYYCFNAFAMZ,Flash Drive 2TB U Disk Memory Stick Android And Type-C OTG Can Be Used In Mobile And Computer,https://www.jumia.com.ng/generic-flash-drive-2tb-u-disk-memory-stick-android-and-type-c-otg-can-be-used-in-mobile-and-computer-130744851.html,"₦ 5,212","₦ 36,258",86%,37:12.6
GE779EA3AQ2H2NAFAMZ,Wireless WiFi Repeater,https://www.jumia.com.ng/generic-wireless-wifi-repeater-105901499.html,"₦ 13,500","₦ 14,500",7%,37:12.8
QU918DS1PAW31NAFAMZ,Quickbooks Enterprise Platinum Edition 2018-30 Users(original),https://www.jumia.com.ng/quickbooks-enterprise-platinum-edition-2018-30-usersoriginal-171746920.html,"₦ 100,000","₦ 200,000",50%,46:32.6
TP471EA1T67SHNAFAMZ,TP-Link AC1200 WIFI RANGE EXTENDER,https://www.jumia.com.ng/tp-link-ac1200-wifi-range-extender-137056490.html,"₦ 50,000","₦ 55,000",9%,46:32.7
GE779EL09NRN7NAFAMZ,Slim Mini Bluetooth Wireless Keyboard,https://www.jumia.com.ng/generic-slim-mini-bluetooth-wireless-keyboard-95452261.html,"₦ 9,000","₦ 10,000",10%,46:32.9
HX483EA2MPDAANAFAMZ,Hxsj T24 2.4G Wireless Mouse Vertical Ergonomic Mouse,https://www.jumia.com.ng/hxsj-t24-2.4g-wireless-mouse-vertical-ergonomic-mouse-122576095.html,"₦ 6,468","₦ 10,165",36%,46:37.5
JO521EA2KHG3FNAFAMZ,Jourmind 7-in-1 Expansion Dock USB A Or USB C To USB3.0 USB2.0 PD HUB 7 Port Multi Splitter Adapter,https://www.jumia.com.ng/jourmind-7-in-1-expansion-dock-usb-a-or-usb-c-to-usb3.0-usb2.0-pd-hub-7-port-multi-splitter-adapter-138683355.html,"₦ 7,900","₦ 12,900",39%,46:37.8
GE779EA1OTQHSNAFAMZ,GS3 USB 2.0 External Sound Card Virtual Channel Sound Card,https://www.jumia.com.ng/generic-gs3-usb-2.0-external-sound-card-virtual-channel-sound-card-102346120.html,"₦ 6,900","₦ 11,745",41%,46:37.9
GE779EA2C8C96NAFAMZ,128GB OTG Usb Flash Drive Ballpoint Pen TYPE C RED,https://www.jumia.com.ng/generic-128gb-otg-usb-flash-drive-ballpoint-pen-type-c-red-147867414.html,"₦ 3,650","₦ 6,990",48%,46:38.0
GE779EA1BWRUBNAFAMZ,LED 2.4Ghz Wireless Mouse Bluetooth Rechargeable,https://www.jumia.com.ng/generic-led-2.4ghz-wireless-mouse-bluetooth-rechargeable-72017408.html,"₦ 3,000","₦ 6,000",50%,46:38.2
HP246CL0OEP13NAFAMZ,Hp Pavilion 15- Intel Core I5- 16GB RAM- Keyboard Light- TOUCH- 512GB SSD -11TH GEN Windows 1,https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-16gb-ram-keyboard-light-touch-512gb-ssd-11th-gen-windows-1-70469904.html,"₦ 480,000","₦ 570,000",16%,46:38.3
WO426EA04CEEYNAFAMZ,T-Wolf ACE ELEC Q13 LED 6D Wireless Rechargeable Gaming Mouse,https://www.jumia.com.ng/t-wolf-ace-elec-q13-led-6d-wireless-rechargeable-gaming-mouse-81079270.html,"₦ 5,600","₦ 10,353",46%,46:38.4
HU451EA1JMR5XNAFAMZ,Huion H430P 4.8*3 Inches Digital T-ablet Handwriting Graphic Drawing Tablet,https://www.jumia.com.ng/huion-h430p-4.83-inches-digital-t-ablet-handwriting-graphic-drawing-tablet-71504439.html,"₦ 23,408","₦ 40,549",42%,46:38.6
GE779EA39MSPANAFAMZ,64GB Pendrive Flash . High Speed For OTG,https://www.jumia.com.ng/generic-64gb-pendrive-flash-.-high-speed-for-otg-120787579.html,"₦ 3,180","₦ 4,900",35%,46:38.7
GE779EA0NSVE1NAFAMZ,Mechanical Button Wired Keyboard And Mouse Set,https://www.jumia.com.ng/generic-mechanical-button-wired-keyboard-and-mouse-set-71287993.html,"₦ 4,000","₦ 7,444",46%,46:38.9
