,file_name,file_datetime,has_bf_label,product_name,product_categories,product_price,product_old_price,product_percentage
0,1-to-1-gluten-free-baking-flour-64oz-4lbs-bobs-red-mill-mpg1646647.html,2022-11-26 11:14:16.145355,0,"Bob'S Red Mill 1 To 1 Gluten Free Baking Flour, 64oz 4lbs","Grocery,Cooking & Baking,Flours & Meals,Barley Flour","₦ 16,800",,
1,1.5l-multipurpose-blender-with-smoothie-maker-bls-360-binatone-mpg1673682.html,2022-11-27 06:09:12.484800,1,Binatone 1.5L Multipurpose Blender With Smoothie Maker (BLS-360),"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Blenders","₦ 16,900","₦ 18,436",8%
2,10-litres-heavy-duty-stand-mixer-sokany-mpg1673224.html,2022-11-26 22:08:02.368247,1,Sokany 10 Litres Heavy Duty Stand Mixer,"Home & Office,Small & Cooking Appliances,Small Appliances,Mixing & Blending","₦ 140,000",,
3,10000g-353oz-big-capacity-digital-scale-food-materials-weighing-kitchen-tool-intl-generic-mpg1234171.html,2022-11-26 11:04:05.752719,1,10000g 353oz Big Capacity Digital Scale Food Materials Weighing Kitchen Tool - Intl,"Home & Office,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Spoons","₦ 4,741","₦ 4,990",5%
4,10000mah-virgin-power-bank-black-new-age-mpg1576481.html,2022-11-26 10:57:54.131067,0,New Age 10000mAh Virgin Power Bank - Black,"Phones & Tablets,Tablets,Tablet Accessories,Power Banks","₦ 5,400","₦ 10,000",46%
5,1000rganic-matcha-green-tea100gramsbest-quality.-a2z-ancient-herbs-mpg1534695.html,2022-11-27 06:13:49.026700,0,"A2Z ANCIENT HERBS 100%0rganic Matcha GREEN TEA,100grams,BEST QUALITY.","Grocery,Beverages,Coffee, Tea & Cocoa,Tea,Green","₦ 3,999","₦ 10,000",60%
6,100kg-electronic-digital-scale-camry-mpg1579578.html,2022-11-26 22:09:25.933021,0,Camry 100kg Electronic Digital Scale,"Home & Office,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales","₦ 28,900",,
7,100pcs-air-fryer-disposable-parchment-paper-non-stick-air-generic-mpg1672451.html,2022-11-26 11:06:59.658323,0,100Pcs Air Fryer Disposable Parchment,"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Air Fryers","₦ 6,592","₦ 10,218",35%
8,10moons-battery-free-stylus-pen-8192-pressure-levels-106885232.html,2022-11-27 06:09:15.867710,0,10moons Battery-free Stylus Pen 8192 Pressure Levels,"Computing,Computer Accessories,Input Devices,Digital Pens","₦ 14,240","₦ 28,480",50%
9,115plus-smartwatch-bracelet-heart-rate-monitor-bloodpressure-generic-mpg1234271.html,2022-11-26 22:03:09.460634,0,115 Smartwatch Bracelet Heart Rate Monitor Blood Pressure,"Phones & Tablets,Mobile Phone Accessories,Smart Watches","₦ 3,700","₦ 6,000",38%
10,11l-electric-oven-bakingtoastingre-heating-grilling-century-mpg1622618.html,2022-11-26 22:08:44.767765,1,"Century 11L Electric Oven -Baking,Toasting,Re-heating & Grilling","Home & Office,Small & Cooking Appliances,Cooking Appliances,Cook Top","₦ 17,900","₦ 25,000",28%
11,11l-electric-oven-cov-8320-b-century-mpg1662354.html,2022-11-26 11:11:55.729637,1,Century 11L Electric Oven - COV 8320-B,"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Ovens & Toasters","₦ 16,800","₦ 25,000",33%
12,12-inches-rechargeable-table-fan-with-portable-handle-led-light-chargefull-indicator-century-mpg1642894.html,2022-11-26 22:08:38.972970,1,"Century 12 Inches Rechargeable Table Fan With Portable Handle, LED Light & Charge/Full Indicator","Home & Office,Home & Kitchen,Heaters, Air Cooling & Purification,Household Fans,Rechargeable Fans","₦ 27,999","₦ 30,000",7%
13,12.5kg-gas-cylinder-2-burner-cooker-regulator-hose-cepsa-mpg1642910.html,2022-11-26 11:07:03.916420,0,"Cepsa 12.5kg Gas  Cylinder, 2 Burner Cooker, Regulator & Hose","Home & Office,Small & Cooking Appliances,Cooking Appliances,Kitchen Bundle","₦ 48,999","₦ 55,000",11%
14,12.5kg-gas-cylinder-with-metered-regulator-hose-clips-cepsa-mpg1189719.html,2022-11-26 22:08:16.344083,0,"Cepsa 12.5kg Gas Cylinder With Metered Regulator, Hose & Clips","Home & Office,Small & Cooking Appliances,Cooking Appliances,Cook Top,Gas","₦ 37,500","₦ 45,000",17%
15,12.5kg-gas-cylinderglass-top-2-burnerregulator-hoseclips-cepsa-mpg1580491.html,2022-11-26 11:06:56.251754,0,"Cepsa 12.5kg Gas Cylinder,Glass Top 2 Burner,Regulator, Hose/Clips","Home & Office,Small & Cooking Appliances,Cooking Appliances,Cookers,Gas Cookers,Glass-Top","₦ 45,999","₦ 49,000",6%
16,128gb-cruzer-glide-3.0-usb-flash-drive-sandisk-mpg1662875.html,2022-11-26 09:26:28.842160,0,SanDisk 128GB Cruzer Glide 3.0 USB Flash Drive - Black,"Computing,Computers,Data Storage,USB Flash Drives","₦ 8,750","₦ 11,990",27%
17,128gb-ultra-dual-usb-type-c-otg-sdddc2-128g-g46-sandisk-mpg1576679.html,2022-11-26 09:13:48.737084,1,SanDisk 128GB Ultra Dual USB Type-C OTG  (SDDDC2-128G-G46),"Computing,Computers,Data Storage,USB Flash Drives","₦ 10,800","₦ 12,500",14%
18,128m-m2-miracast-any-cast-wireless-dlna-airplay-mirror-hdmi-tv-stick-wifi-display-for-ios-android-anycast-mpg1595282.html,2022-11-27 06:10:50.991579,0,Anycast 128M M2 Miracast Any Cast Wireless DLNA AirPlay Mirror HDMI TV Stick Wifi Display For IOS Android,"Electronics,Accessories & Supplies,Audio & Video Accessories,Cables,HDMI Cables","₦ 6,980","₦ 9,450",26%
