,file_name,file_datetime,has_bf_label,product_name,product_categories,product_price,product_old_price,product_percentage
0,1-to-1-gluten-free-baking-flour-44oz-2lbs-1.24kg-bobs-red-mill-mpg1636954.html,2022-11-27 06:51:43.586156,1,"Bob'S Red Mill 1 To 1 Gluten Free Baking Flour, 44oz 2lbs 1.24Kg","Grocery,Cooking & Baking,Flours & Meals,Barley Flour","₦ 11,000",,
1,1-to-1-gluten-free-baking-flour-64oz-4lbs-bobs-red-mill-mpg1646647.html,2022-11-27 06:46:05.061635,0,"Bob'S Red Mill 1 To 1 Gluten Free Baking Flour, 64oz 4lbs","Grocery,Cooking & Baking,Flours & Meals,Barley Flour","₦ 16,800",,
2,1.5l-multipurpose-blender-with-smoothie-maker-bls-360-binatone-mpg1673682.html,2022-11-27 06:43:03.722064,1,Binatone 1.5L Multipurpose Blender With Smoothie Maker (BLS-360),"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Blenders","₦ 16,900","₦ 18,436",8%
3,10-litres-heavy-duty-stand-mixer-sokany-mpg1673224.html,2022-11-27 06:38:59.545883,1,Sokany 10 Litres Heavy Duty Stand Mixer,"Home & Office,Small & Cooking Appliances,Small Appliances,Mixing & Blending","₦ 140,000",,
4,100-genuine-ink-445-black-and-446-colour-canon-mpg1533584.html,2022-11-27 06:55:18.114043,1,Canon 100% Genuine Ink 445 Black And 446 Colour,"Computing,Computer Accessories,Printer Ink & Toner","₦ 29,999","₦ 32,140",7%
5,100-genuine-original-650va-ups-metal-blue-gate-mpg1578484.html,2022-11-27 06:48:45.332258,1,Blue Gate 100% Genuine Original 650VA UPS - Metal,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 39,500",,
6,100-genuine-original-dtp-bluetooth-pos-mobile-thermal-printer-58mm-dtp-mpg1565641.html,2022-11-27 06:22:01.576015,0,Dtp 100% Genuine Original DTP Bluetooth POS Mobile Thermal Printer 58mm,"Computing,Computers,Printers,Laser Printers","₦ 20,000",,
7,100-genune-bluegate-2000va-ups-blue-gate-mpg1432517.html,2022-11-27 06:49:39.812756,1,Blue Gate 100% Genune BLUEGATE 2000VA UPS,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 89,500",,
8,10000g-353oz-big-capacity-digital-scale-food-materials-weighing-kitchen-tool-intl-generic-mpg1234171.html,2022-11-27 06:33:15.404172,1,10000g 353oz Big Capacity Digital Scale Food Materials Weighing Kitchen Tool - Intl,"Home & Office,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Spoons","₦ 4,741","₦ 4,990",5%
9,10000mah-virgin-power-bank-black-new-age-mpg1576481.html,2022-11-27 06:53:16.963370,0,New Age 10000mAh Virgin Power Bank - Black,"Phones & Tablets,Tablets,Tablet Accessories,Power Banks","₦ 5,400","₦ 10,000",46%
