,file_name,file_datetime,has_bf_label,product_name,product_categories,product_price,product_old_price,product_percentage
0,1-to-1-gluten-free-baking-flour-44oz-2lbs-1.24kg-bobs-red-mill-mpg1636954.html,2022-11-09 06:35:02.965180,1,"Bob'S Red Mill 1 To 1 Gluten Free Baking Flour, 44oz 2lbs 1.24Kg","Grocery,Cooking & Baking,Flours & Meals,Barley Flour","₦ 11,000",,
1,1-to-1-gluten-free-baking-flour-64oz-4lbs-bobs-red-mill-mpg1646647.html,2022-11-09 06:40:08.951637,0,"Bob'S Red Mill 1 To 1 Gluten Free Baking Flour, 64oz 4lbs","Grocery,Cooking & Baking,Flours & Meals,Barley Flour","₦ 16,800",,
2,1.5l-multipurpose-blender-with-smoothie-maker-bls-360-binatone-mpg1673682.html,2022-11-09 06:42:47.109534,1,Binatone 1.5L Multipurpose Blender With Smoothie Maker (BLS-360),"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Blenders","₦ 16,900","₦ 18,590",9%
3,10-litres-heavy-duty-stand-mixer-sokany-mpg1673224.html,2022-11-09 06:46:42.044492,1,Sokany 10 Litres Heavy Duty Stand Mixer,"Home & Office,Small & Cooking Appliances,Small Appliances,Mixing & Blending","₦ 140,000",,
4,100-genuine-ink-445-black-and-446-colour-canon-mpg1533584.html,2022-11-09 06:03:48.902707,1,Canon 100% Genuine Ink 445 Black And 446 Colour,"Computing,Computer Accessories,Printer Ink & Toner","₦ 28,000","₦ 32,140",13%
5,100-genuine-original-650va-ups-metal-blue-gate-mpg1578484.html,2022-11-09 06:31:10.111409,1,Blue Gate 100% Genuine Original 650VA UPS - Metal,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 40,000",,
6,100-genuine-original-dtp-bluetooth-pos-mobile-thermal-printer-58mm-dtp-mpg1565641.html,2022-11-09 06:07:42.414080,0,Dtp 100% Genuine Original DTP Bluetooth POS Mobile Thermal Printer 58mm,"Computing,Computers,Printers,Laser Printers","₦ 20,000",,
7,100-genune-bluegate-2000va-ups-blue-gate-mpg1432517.html,2022-11-09 06:32:04.521790,1,Blue Gate 100% Genune BLUEGATE 2000VA UPS,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 90,000",,
8,10000g-353oz-big-capacity-digital-scale-food-materials-weighing-kitchen-tool-intl-generic-mpg1234171.html,2022-11-09 06:53:12.786092,1,10000g 353oz Big Capacity Digital Scale Food Materials Weighing Kitchen Tool - Intl,"Home & Office,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Spoons","₦ 4,741","₦ 4,990",5%
9,10000mah-virgin-power-bank-black-new-age-mpg1576481.html,2022-11-09 07:01:51.447497,0,New Age 10000mAh Virgin Power Bank - Black,"Phones & Tablets,Tablets,Tablet Accessories,Power Banks","₦ 5,900","₦ 10,000",41%
10,1000rganic-matcha-green-tea100gramsbest-quality.-a2z-ancient-herbs-mpg1534695.html,2022-11-09 06:38:13.507265,0,"A2Z ANCIENT HERBS 100%0rganic Matcha GREEN TEA,100grams,BEST QUALITY.","Grocery,Beverages,Coffee, Tea & Cocoa,Tea,Green","₦ 3,999","₦ 10,000",60%
11,100kg-electronic-digital-scale-camry-mpg1579578.html,2022-11-09 06:44:47.536995,0,Camry 100kg Electronic Digital Scale,"Phones & Tablets,Carrier Cell Phones","₦ 27,000","₦ 39,900",32%
12,100pcs-air-fryer-disposable-parchment-paper-non-stick-air-generic-mpg1672451.html,2022-11-09 06:50:29.505702,0,"100Pcs Air Fryer Disposable Parchment Paper, Non-Stick Air","Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Air Fryers","₦ 5,594","₦ 10,908",49%
13,10kva-servo-centrial-stabilizer-80v-280v-jordy-ele-mpg323403.html,2022-11-09 06:31:17.043833,1,JORDY ELE 10KVA SERVO CENTRIAL STABILIZER 80V-280V,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 185,000",,
14,10moons-1060-plus-graphic-tablet-106-inch-large-board-137217286.html,2022-11-09 06:07:46.286219,1,10moons 1060 Plus Graphic Tablet 10*6-inch Large Board,"Computing,Computer Accessories,Input Devices,Graphics Tablets","₦ 25,280","₦ 61,600",59%
15,10moons-battery-free-stylus-pen-8192-pressure-levels-106885232.html,2022-11-09 06:08:49.604255,0,10moons Battery-free Stylus Pen 8192 Pressure Levels,"Computing,Computer Accessories,Input Devices,Digital Pens","₦ 5,820","₦ 7,280",20%
16,115plus-smartwatch-bracelet-heart-rate-monitor-bloodpressure-generic-mpg1234271.html,2022-11-09 07:03:14.455244,0,115 Smartwatch Bracelet Heart Rate Monitor Blood Pressure,"Phones & Tablets,Mobile Phone Accessories,Smart Watches","₦ 3,700","₦ 6,000",38%
17,11l-electric-oven-bakingtoastingre-heating-grilling-century-mpg1622618.html,2022-11-09 06:45:33.862082,1,"Century 11L Electric Oven -Baking,Toasting,Re-heating & Grilling","Home & Office,Small & Cooking Appliances,Cooking Appliances,Cook Top","₦ 17,900","₦ 25,000",28%
18,11l-electric-oven-cov-8320-b-century-mpg1662354.html,2022-11-09 06:42:56.195212,1,Century 11L Electric Oven - COV 8320-B,"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Ovens & Toasters","₦ 17,900","₦ 25,000",28%
19,12-cards-of-aa-lr6-1.5voltage-alkaline-battery-duracell-mpg1237214.html,2022-11-09 06:19:27.012900,0,Duracell 12 Cards Of AA LR6 1.5Voltage Alkaline Battery,"Electronics,Accessories & Supplies,Batteries, Chargers & Accessories,Household Batteries,AA","₦ 10,200","₦ 40,000",75%
20,12-inches-rechargeable-table-fan-with-portable-handle-led-light-chargefull-indicator-century-mpg1642894.html,2022-11-09 06:45:40.144696,1,"Century 12 Inches Rechargeable Table Fan With Portable Handle, LED Light & Charge/Full Indicator","Home & Office,Home & Kitchen,Heaters, Air Cooling & Purification,Household Fans,Rechargeable Fans","₦ 28,999","₦ 30,000",3%
21,12-pieces-face-towel-white-generic-mpg292469.html,2022-11-09 06:48:57.357607,0,12 Pieces Face Towel -- White,"Home & Office,Home & Kitchen,Bath,Towels,Hand Towels","₦ 5,850",,
22,12.5kg-gas-cylinderglass-top-2-burnerregulator-hoseclips-cepsa-mpg1580491.html,2022-11-09 06:50:32.711690,0,"Cepsa 12.5kg Gas Cylinder,Glass Top 2 Burner,Regulator, Hose/Clips","Home & Office,Small & Cooking Appliances,Cooking Appliances,Cookers,Gas Cookers,Glass-Top","₦ 45,999","₦ 49,000",6%
23,128gb-cruzer-glide-3.0-usb-flash-drive-sandisk-mpg1662875.html,2022-11-09 06:04:33.413631,0,SanDisk 128GB Cruzer Glide 3.0 USB Flash Drive,"Computing,Computers,Data Storage,USB Flash Drives","₦ 8,800",,
24,128gb-ultra-dual-usb-type-c-otg-sdddc2-128g-g46-sandisk-mpg1576679.html,2022-11-09 06:01:49.116761,1,SanDisk 128GB Ultra Dual USB Type-C OTG  (SDDDC2-128G-G46),"Computing,Computers,Data Storage,USB Flash Drives","₦ 11,499","₦ 12,500",8%
25,128gb-ultra-otg-micro-usb-type-c-lightning-4in1-flash-drive-otg-mpg1662869.html,2022-11-09 06:28:49.540550,1,Otg 128GB Ultra OTG Micro USB Type-c Lightning 4in1 Flash Drive,"Computing,Computers,Data Storage,USB Flash Drives","₦ 19,800","₦ 25,000",21%
26,128m-m2-miracast-any-cast-wireless-dlna-airplay-mirror-hdmi-tv-stick-wifi-display-for-ios-android-anycast-mpg1595282.html,2022-11-09 06:11:23.753367,0,Anycast 128M M2 Miracast Any Cast Wireless DLNA AirPlay Mirror HDMI TV Stick Wifi Display For IOS Android,"Electronics,Accessories & Supplies,Audio & Video Accessories,Cables,HDMI Cables","₦ 6,980","₦ 9,450",26%
27,14-42-inches-ledlcd-tv-wall-hangerbracket-d-marc-universal-tv-guard-surge-adapter-d-marc-mpg347006.html,2022-11-09 06:16:58.252585,0,D-Marc 14-42 Inches LED/LCD TV Wall Hanger/Bracket + D-marc Universal TV Guard Surge Adapter,"Electronics,Accessories & Supplies,Audio & Video Accessories,TV Accessories & Parts","₦ 5,000",,
28,15.6-inch-value-topload-case-hp-mpg123014.html,2022-11-09 06:02:37.227222,1,Hp 15.6 Inch Value Topload Case,"Computing,Computers,Laptop Accessories,Bags, Cases & Sleeves","₦ 8,100","₦ 9,000",10%
