,file_name,file_datetime,has_bf_label,product_name,product_categories,product_price,product_old_price,product_percentage
0,1-to-1-gluten-free-baking-flour-44oz-2lbs-1.24kg-bobs-red-mill-mpg1636954.html,2022-11-20 06:30:30.533591,1,"Bob'S Red Mill 1 To 1 Gluten Free Baking Flour, 44oz 2lbs 1.24Kg","Grocery,Cooking & Baking,Flours & Meals,Barley Flour","₦ 11,000",,
1,1-to-1-gluten-free-baking-flour-64oz-4lbs-bobs-red-mill-mpg1646647.html,2022-11-20 06:23:18.166918,0,"Bob'S Red Mill 1 To 1 Gluten Free Baking Flour, 64oz 4lbs","Grocery,Cooking & Baking,Flours & Meals,Barley Flour","₦ 16,800",,
2,1.5l-multipurpose-blender-with-smoothie-maker-bls-360-binatone-mpg1673682.html,2022-11-20 06:20:06.566840,1,Binatone 1.5L Multipurpose Blender With Smoothie Maker (BLS-360),"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Blenders","₦ 16,900","₦ 18,590",9%
3,10-litres-heavy-duty-stand-mixer-sokany-mpg1673224.html,2022-11-20 06:01:01.794099,1,Sokany 10 Litres Heavy Duty Stand Mixer,"Home & Office,Small & Cooking Appliances,Small Appliances,Mixing & Blending","₦ 140,000",,
4,100-genuine-original-650va-ups-metal-blue-gate-mpg1578484.html,2022-11-20 07:02:51.949405,1,Blue Gate 100% Genuine Original 650VA UPS - Metal,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 40,000",,
5,100-genuine-original-dtp-bluetooth-pos-mobile-thermal-printer-58mm-dtp-mpg1565641.html,2022-11-20 06:09:29.254870,0,Dtp 100% Genuine Original DTP Bluetooth POS Mobile Thermal Printer 58mm,"Computing,Computers,Printers,Laser Printers","₦ 20,000",,
6,100-genune-bluegate-2000va-ups-blue-gate-mpg1432517.html,2022-11-20 06:34:35.291928,1,Blue Gate 100% Genune BLUEGATE 2000VA UPS,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 90,000",,
7,10000g-353oz-big-capacity-digital-scale-food-materials-weighing-kitchen-tool-intl-generic-mpg1234171.html,2022-11-20 06:08:22.728163,1,10000g 353oz Big Capacity Digital Scale Food Materials Weighing Kitchen Tool - Intl,"Home & Office,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Spoons","₦ 4,741","₦ 4,990",5%
8,10000mah-virgin-power-bank-black-new-age-mpg1576481.html,2022-11-20 06:15:46.582099,0,New Age 10000mAh Virgin Power Bank - Black,"Phones & Tablets,Tablets,Tablet Accessories,Power Banks","₦ 5,600","₦ 10,000",44%
9,1000rganic-matcha-green-tea100gramsbest-quality.-a2z-ancient-herbs-mpg1534695.html,2022-11-20 06:26:55.693435,0,"A2Z ANCIENT HERBS 100%0rganic Matcha GREEN TEA,100grams,BEST QUALITY.","Grocery,Beverages,Coffee, Tea & Cocoa,Tea,Green","₦ 3,999","₦ 10,000",60%
10,100kg-electronic-digital-scale-camry-mpg1579578.html,2022-11-20 06:17:42.466532,0,Camry 100kg Electronic Digital Scale,"Phones & Tablets,Carrier Cell Phones","₦ 27,500","₦ 30,700",10%
11,100pcs-air-fryer-disposable-parchment-paper-non-stick-air-generic-mpg1672451.html,2022-11-20 06:05:59.522284,0,100Pcs Air Fryer Disposable Parchment,"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Air Fryers","₦ 6,592","₦ 10,218",35%
12,10kva-servo-centrial-stabilizer-80v-280v-jordy-ele-mpg323403.html,2022-11-20 07:02:59.207220,1,JORDY ELE 10KVA SERVO CENTRIAL STABILIZER 80V-280V,"Electronics,Accessories & Supplies,Power Protection,Uninterrupted Power Supply (UPS)","₦ 185,000",,
13,10moons-1060-plus-graphic-tablet-106-inch-large-board-137217286.html,2022-11-20 06:09:35.039377,1,10moons 1060 Plus Graphic Tablet 10*6-inch Large Board,"Computing,Computer Accessories,Input Devices,Graphics Tablets","₦ 19,780","₦ 61,600",68%
14,10moons-battery-free-stylus-pen-8192-pressure-levels-106885232.html,2022-11-20 06:11:08.107993,0,10moons Battery-free Stylus Pen 8192 Pressure Levels,"Computing,Computer Accessories,Input Devices,Digital Pens","₦ 5,820","₦ 7,280",20%
15,115plus-smartwatch-bracelet-heart-rate-monitor-bloodpressure-generic-mpg1234271.html,2022-11-20 06:13:05.233175,0,115 Smartwatch Bracelet Heart Rate Monitor Blood Pressure,"Phones & Tablets,Mobile Phone Accessories,Smart Watches","₦ 3,700","₦ 6,000",38%
16,11l-electric-oven-bakingtoastingre-heating-grilling-century-mpg1622618.html,2022-11-20 06:16:49.373925,1,"Century 11L Electric Oven -Baking,Toasting,Re-heating & Grilling","Home & Office,Small & Cooking Appliances,Cooking Appliances,Cook Top","₦ 17,900","₦ 25,000",28%
17,11l-electric-oven-cov-8320-b-century-mpg1662354.html,2022-11-20 06:19:55.871600,1,Century 11L Electric Oven - COV 8320-B,"Home & Office,Home & Kitchen,Kitchen & Dining,Small Appliances,Ovens & Toasters","₦ 17,900","₦ 25,000",28%
18,12-cards-of-aa-lr6-1.5voltage-alkaline-battery-duracell-mpg1237214.html,2022-11-20 06:25:18.906385,0,Duracell 12 Cards Of AA LR6 1.5Voltage Alkaline Battery,"Electronics,Accessories & Supplies,Batteries, Chargers & Accessories,Household Batteries,AA","₦ 10,200","₦ 40,000",75%
19,12-inches-rechargeable-table-fan-with-portable-handle-led-light-chargefull-indicator-century-mpg1642894.html,2022-11-20 06:16:41.272543,1,"Century 12 Inches Rechargeable Table Fan With Portable Handle, LED Light & Charge/Full Indicator","Home & Office,Home & Kitchen,Heaters, Air Cooling & Purification,Household Fans,Rechargeable Fans","₦ 27,999","₦ 30,000",7%
20,12-pieces-face-towel-white-generic-mpg292469.html,2022-11-20 06:04:12.548395,0,12 Pieces Face Towel -- White,"Home & Office,Home & Kitchen,Bath,Towels,Hand Towels","₦ 5,850",,
21,12.5kg-gas-cylinder-2-burner-cooker-regulator-hose-cepsa-mpg1642910.html,2022-11-20 06:05:58.155986,0,"Cepsa 12.5kg Gas  Cylinder, 2 Burner Cooker, Regulator & Hose","Home & Office,Small & Cooking Appliances,Cooking Appliances,Kitchen Bundle","₦ 48,999","₦ 55,000",11%
