,product_id,product_name,product_link,product_price,product_old_price,product_discount,Date
0,LE842CL2HX460NAFAMZ,Lenovo V15-IGL Intel Celeron 1TB HDD 4GB RAM Win 10 + 32GB Flash,https://www.jumia.com.ng/lenovo-v15-igl-intel-celeron-1tb-hdd-4gb-ram-win-10-32gb-flash-127803015.html,"₦ 180,000",,,2022-11-02 22:52:20.468859
1,GE779EL0N6C3DNAFAMZ,Kids Y-Pad Learning Tablet With Light & Music & Spellings,https://www.jumia.com.ng/generic-kids-y-pad-learning-tablet-with-light-music-spellings-77762983.html,"₦ 6,300",,,2022-11-02 22:52:20.634236
2,PN798EA36349VNAFAMZ,Pny USB 64GB Flash Drive (1 Year Warranty) - Attaché 4,https://www.jumia.com.ng/pny-usb-64gb-flash-drive-1-year-warranty-attache-4-113712619.html,"₦ 3,290","₦ 5,390",39%,2022-11-02 22:52:20.955329
3,HP246EA27YR27NAFAMZ,Hp 2 IN 1 OTG 128GB Metal Waterproof USB FLASH DRIVE,https://www.jumia.com.ng/hp-2-in-1-otg-128gb-metal-waterproof-usb-flash-drive-193011343.html,"₦ 3,999","₦ 10,000",60%,2022-11-02 22:52:21.122224
4,GE779SE06RITRNAFAMZ,"Anti Blue Rays Computer Glasses, Anti Blue Light Glasses",https://www.jumia.com.ng/generic-anti-blue-rays-computer-glasses-anti-blue-light-glasses-70816311.html,"₦ 3,499","₦ 5,499",36%,2022-11-02 22:52:21.323905
5,GE779EA2F11I9NAFAMZ,Mouse Wireless Vertical Mouse Ergonomic,https://www.jumia.com.ng/generic-mouse-wireless-vertical-mouse-ergonomic-110257164.html,"₦ 7,999","₦ 15,800",49%,2022-11-02 22:52:21.490201
6,GE779EA1S8HRCNAFAMZ,2TB Flash Drive Memory Stick U Disk Android And Type-C OTG Can Be Used In Mobile And Computer,https://www.jumia.com.ng/generic-2tb-flash-drive-memory-stick-u-disk-android-and-type-c-otg-can-be-used-in-mobile-and-computer-188619870.html,"₦ 5,225","₦ 32,458",84%,2022-11-02 22:52:21.711517
7,AI290EA34DV60NAFAMZ,Airtel 4G LTE MiFi WiFi Internet HotSpot + 25GB DATA,https://www.jumia.com.ng/airtel-4g-lte-mifi-wifi-internet-hotspot-25gb-data-121936788.html,"₦ 10,000","₦ 14,290",30%,2022-11-02 22:52:21.878335
8,SA949EL0W5H98NAFAMZ,SanDisk 256gb Cruzer Glide USB Flash Drive USB 3.0,https://www.jumia.com.ng/sandisk-256gb-cruzer-glide-usb-flash-drive-usb-3.0-65330045.html,"₦ 17,000",,,2022-11-02 22:52:21.999346
9,DE168EA2XT2A6NAFAMZ,"DELL 90W-AC Adapter Laptop Charger, 19.5v- Big Mouth",https://www.jumia.com.ng/90w-ac-adapter-laptop-charger-19.5v-big-mouth-dell-mpg1582477.html,"₦ 6,000",,,2022-11-02 22:52:22.118856
10,GE779EL27YB2INAFAMZ,HDMI USB Capture Card With MIC R/L Loop,https://www.jumia.com.ng/generic-hdmi-usb-capture-card-with-mic-rl-loop-141309243.html,"₦ 16,900","₦ 22,000",23%,2022-11-02 22:52:22.271606
11,HP246EA2ZN90UNAFAMZ,Hp Pavilion 19.5V -3.33A Laptop Charger - Blue Mouth - Black,https://www.jumia.com.ng/hp-pavilion-19.5v-3.33a-laptop-charger-blue-mouth-black-149630808.html,"₦ 3,999","₦ 6,000",33%,2022-11-02 22:52:22.431272
12,GE779EA0HQIFBNAFAMZ,2x Universal High Precision Resistive Stylus Pen Disc Hand Writing#1,https://www.jumia.com.ng/generic-2x-universal-high-precision-resistive-stylus-pen-disc-hand-writing1-70409792.html,₦ 854,"₦ 1,196",29%,2022-11-02 22:52:22.577494
13,SE955EL0X4NUYNAFAMZ,Seagate - External Hard Drive Backup Plus Slim - 500GB,https://www.jumia.com.ng/seagate-external-hard-drive-backup-plus-slim-500gb-47844655.html,"₦ 15,999",,,2022-11-02 22:52:22.706642
14,SE955EL0Y0K5WNAFAMZ,Seagate 100%Genuine Original Seagate 500GB Laptop Internal Hard Drive,https://www.jumia.com.ng/seagate-100genuine-original-seagate-500gb-laptop-internal-hard-drive-67033175.html,"₦ 14,600",,,2022-11-02 22:52:22.815910
15,GE779EA1DARO8NAFAMZ,Mi Ro USB Male To USB Female Onverter OTG Adapter Able For Google Nexus 7-Black,https://www.jumia.com.ng/generic-mi-ro-usb-male-to-usb-female-onverter-otg-adapter-able-for-google-nexus-7-black-80630828.html,₦ 500,"₦ 6,280",92%,2022-11-02 22:52:22.972196
16,HP246CL2IL5MVNAFAMZ,"Hp CHROMEBOOK11, CELERON, 4GB RAM,16GB SSD + 32GBFLASH",https://www.jumia.com.ng/hp-chromebook11-celeron-4gb-ram16gb-ssd-32gbflash-191525125.html,"₦ 105,000","₦ 110,000",5%,2022-11-02 22:52:23.127127
