,product_id,product_name,product_link,product_price,product_old_price,product_discount,Date
0,EA102EL1HFX4ENAFAMZ,Eaget Pen Flash Drive 3.0 64GB - Metal OTG Micro USB Type-C,https://www.jumia.com.ng/pen-flash-drive-3.0-64gb-metal-otg-micro-usb-type-c-eaget-mpg1662491.html,"₦ 2,790","₦ 5,130",46%,2022-11-03 14:59:52.752472
1,GE779EA1BY9XTNAFAMZ,Ultra-thin Wireless Mouse 2.4G Rechargeable Silver,https://www.jumia.com.ng/generic-ultra-thin-wireless-mouse-2.4g-rechargeable-silver-73114508.html,"₦ 2,952","₦ 4,950",40%,2022-11-03 14:59:53.014437
2,GE779EA06FRMRNAFAMZ,HYSLGjt 128GB OTG Usb Flash Drive +micro Usb + Type C +3 Free Gfit,https://www.jumia.com.ng/hyslgjt-128gb-otg-usb-flash-drive-micro-usb-type-c-3-free-gfit-74331801.html,"₦ 3,550","₦ 5,990",41%,2022-11-03 14:59:53.270949
3,GE779EA2YMRZMNAFAMZ,UWY 64GB Pendrive Flash . DriveUSB 2.0 Metal High Speed For PC,https://www.jumia.com.ng/uwy-64gb-pendrive-flash-.-driveusb-2.0-metal-high-speed-for-pc-120020197.html,"₦ 1,980","₦ 3,876",49%,2022-11-03 14:59:53.429585
4,EA102EL15J90UNAFAMZ,Eaget Pen Flash Drive 3.0 32GB - Metal OTG Micro USB Type-C,https://www.jumia.com.ng/pen-flash-drive-3.0-32gb-metal-otg-micro-usb-type-c-eaget-mpg1626098.html,"₦ 2,590","₦ 4,940",48%,2022-11-03 14:59:53.644710
5,GE779EA1ND7B7NAFAMZ,32 GB OTG 3 In 1 USB Flash Drive + Micro Usb+TypeC Blue,https://www.jumia.com.ng/generic-32-gb-otg-3-in-1-usb-flash-drive-micro-usbtypec-blue-74331799.html,"₦ 1,894","₦ 3,402",44%,2022-11-03 14:59:53.834904
6,AI290EA0B2OZENAFAMZ,Airtel 4G LTE MiFi WiFi Internet HotSpot + 25GB DATA,https://www.jumia.com.ng/airtel-4g-lte-mifi-wifi-internet-hotspot-25gb-data-66410681.html,"₦ 8,576","₦ 9,950",14%,2022-11-03 14:59:54.087101
7,GE779EA0A9NPFNAFAMZ,LED 2.4G Rechargeable Wireless Mouse Black,https://www.jumia.com.ng/generic-led-2.4g-rechargeable-wireless-mouse-black-78764271.html,"₦ 2,952","₦ 3,990",26%,2022-11-03 14:59:54.236294
8,GE779EA0O7L6BNAFAMZ,2.4G Wireless Mouse 4 Keys Wireless Optical Mouse 1600DPI,https://www.jumia.com.ng/generic-2.4g-wireless-mouse-4-keys-wireless-optical-mouse-1600dpi-91846604.html,"₦ 2,280","₦ 4,471",49%,2022-11-03 14:59:54.380406
9,GE779EA31CBKANAFAMZ,UWY 64G High Speed Waterproof Metal USB Flash Drive Micro,https://www.jumia.com.ng/uwy-64g-high-speed-waterproof-metal-usb-flash-drive-micro-120035638.html,"₦ 2,153","₦ 4,118",48%,2022-11-03 14:59:54.543271
10,YI657EA2IJEYLNAFAMZ,YingHD 2.4G Colorful RGB Lighting Wireless Mouse,https://www.jumia.com.ng/yinghd-2.4g-colorful-rgb-lighting-wireless-mouse-139217025.html,"₦ 2,390","₦ 4,686",49%,2022-11-03 14:59:54.705278
11,GE779EA11R732NAFAMZ,OTG 64GB USB Flash Drive For Computer & Car Music,https://www.jumia.com.ng/generic-otg-64gb-usb-flash-drive-for-computer-car-music-68641436.html,"₦ 2,592","₦ 7,100",63%,2022-11-03 14:59:54.929649
12,LE842CL0S218XNAFAMZ,Lenovo AMD RYZEN 3 1TB HDD 8GB RAM 2.6 To 3.4ghz Win 10+ 32GB Flash,https://www.jumia.com.ng/lenovo-amd-ryzen-3-1tb-hdd-8gb-ram-2.6-to-3.4ghz-win-10-32gb-flash-77142174.html,"₦ 215,990","₦ 230,000",6%,2022-11-03 14:59:55.118509
13,GE779EA1IW247NAFAMZ,HYSLGjt 64GB OTG Usb Flash Drive+ Ballpoint Pen Stylus Touch,https://www.jumia.com.ng/hyslgjt-64gb-otg-usb-flash-drive-ballpoint-pen-stylus-touch-99949129.html,"₦ 2,693","₦ 4,990",46%,2022-11-03 14:59:55.275969
