,product_id,product_name,product_link,product_price,product_old_price,product_discount,Date
0,GE779FD2QD25ZNAFAMZ,1 Bouquet 21 Heads Artificial Roses Bridal Home-Purple,https://www.jumia.com.ng/generic-1-bouquet-21-heads-artificial-roses-bridal-home-purple-130711256.html,"₦ 1,112","₦ 2,224",50%,2022-11-03 23:40:38.327558
1,GE779HL1FRJ91NAFAMZ,3pcs Non Sticking Frying Pan,https://www.jumia.com.ng/generic-3pcs-non-sticking-frying-pan-77054968.html,"₦ 6,500",,,2022-11-03 23:40:38.453768
2,GE779HA0JRTV2NAFAMZ,Air Onditioner Mini Fan Humidifier System Wireless Ooler For Home Offi E-Black-UK,https://www.jumia.com.ng/generic-air-onditioner-mini-fan-humidifier-system-wireless-ooler-for-home-offi-e-black-uk-81111233.html,"₦ 20,630","₦ 20,830",1%,2022-11-03 23:40:38.615235
3,GE779HL045XH4NAFAMZ,Quality Brown Duvet+ Bedsheet+ Pillowcases,https://www.jumia.com.ng/generic-quality-brown-duvet-bedsheet-pillowcases-82159960.html,"₦ 11,300 - ₦ 17,999",,,2022-11-03 23:40:38.750521
4,AE140HA02NERVNAFAMZ,Aeon SPLIT AC 2HP + Free Installation Kit,https://www.jumia.com.ng/aeon-split-ac-2hp-free-installation-kit-76415440.html,"₦ 254,265","₦ 312,000",19%,2022-11-03 23:40:38.910743
5,QA791HL0UVPZVNAFAMZ,Qasa Yam Pounding Machine QYP-,https://www.jumia.com.ng/qasa-yam-pounding-machine-qyp-70586815.html,"₦ 80,000","₦ 85,000",6%,2022-11-03 23:40:39.042874
6,MA535IP2SBI3BNAFAMZ,Maxmech PAINT MIXER MACHINE WITH STAIR ROD 2000W,https://www.jumia.com.ng/maxmech-paint-mixer-machine-with-stair-rod-2000w-136289486.html,"₦ 40,000",,,2022-11-03 23:40:39.152782
7,GE779FD2OTA9RNAFAMZ,Ceramic Oil Burner With Candle Holder,https://www.jumia.com.ng/generic-ceramic-oil-burner-with-candle-holder-117490626.html,"₦ 6,500",,,2022-11-03 23:40:39.259892
8,GE779HL0ZRO48NAFAMZ,Multipurpose Foldable Indoor /Outdoor Picnic / CampBed,https://www.jumia.com.ng/generic-multipurpose-foldable-indoor-outdoor-picnic-campbed-82577006.html,"₦ 22,800","₦ 24,999",9%,2022-11-03 23:40:39.448692
9,GE779HA2GER6DNAFAMZ,Bedroom Home Dining Room Flush Chandelier Shades White Warm Light 110V,https://www.jumia.com.ng/generic-bedroom-home-dining-room-flush-chandelier-shades-white-warm-light-110v-131649484.html,"₦ 19,802","₦ 23,762",17%,2022-11-03 23:40:39.667456
10,GE779FD01AE1BNAFAMZ,20 Pairs Multi-Layers Wooden Shoe Rack- 5 Layers-20 Shoes,https://www.jumia.com.ng/generic-20-pairs-multi-layers-wooden-shoe-rack-5-layers-20-shoes-76346120.html,"₦ 20,000",,,2022-11-03 23:40:39.787636
11,GE779HL1AL6I0NAFAMZ,Adjustable Folding Laptop Stand With Cooling Fan,https://www.jumia.com.ng/generic-adjustable-folding-laptop-stand-with-cooling-fan-63505287.html,"₦ 21,950",,,2022-11-03 23:40:39.904386
12,HI368HA1BE6CCNAFAMZ,5KG Manual Top Loader Twin Tub Washing Machine,https://www.jumia.com.ng/generic-5kg-manual-top-loader-twin-tub-washing-machine-65330697.html,"₦ 73,999","₦ 85,000",13%,2022-11-03 23:40:40.073984
13,GE779HA1DEJIGNAFAMZ,Barbeque Griller,https://www.jumia.com.ng/generic-barbeque-griller-65697928.html,"₦ 13,500","₦ 14,000",4%,2022-11-03 23:40:40.216193
14,OX980HA1NDUSRNAFAMZ,"Ox CEILING FAN IMPERIAL 56"" - BROWN",https://www.jumia.com.ng/ox-ceiling-fan-imperial-56-brown-78734799.html,"₦ 15,750",,,2022-11-03 23:40:40.333843
15,GE779FD0MCYNANAFAMZ,Resin Table Top Water Fountain / Humidifier,https://www.jumia.com.ng/generic-resin-table-top-water-fountain-humidifier-62365573.html,"₦ 49,000","₦ 90,000",46%,2022-11-03 23:40:40.467566
16,BU463HL2HUA9PNAFAMZ,Buyor Transparent Film Cutting Machine - 15 X 12INCH,https://www.jumia.com.ng/buyor-transparent-film-cutting-machine-15-x-12inch-131889805.html,"₦ 18,000","₦ 30,500",41%,2022-11-03 23:40:40.607391
17,GE779SK2VQ81PNAFAMZ,Backless Plastic Female Mannequin - Red,https://www.jumia.com.ng/generic-backless-plastic-female-mannequin-red-133932247.html,"₦ 2,899","₦ 4,000",28%,2022-11-03 23:40:40.750312
18,SQ217HA0DPNDXNAFAMZ,SQ Professional NESSA Die-Cast Non-Stick Pots 5 Set -Grey,https://www.jumia.com.ng/sq-professional-nessa-die-cast-non-stick-pots-5-set-grey-71713032.html,"₦ 80,000",,,2022-11-03 23:40:40.865035
19,GE779HA1SNY58NAFAMZ,3 Color Modern LED Ceiling Bed/Living Room Surface Mount,https://www.jumia.com.ng/generic-3-color-modern-led-ceiling-bedliving-room-surface-mount-146721680.html,"₦ 11,300","₦ 12,000",6%,2022-11-03 23:40:41.008039
